name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Victory,0g9NUt0uI1HSWgkLynXRbP,11,206905,American Sun,0CCifzFS5hhc0DS5kZKcPr,Fire From The Gods,6yeRY2d7gubXoymv3DAYhS,0.324,0.389,1,0.752,2,0.49,-3.843,0.00732,4.95e-05,0.973,145.067
BURNING YOUR WORLD DOWN,3VSW3jTjK1BNezCNNnO0u7,17,207267,BURNING YOUR WORLD DOWN,199V4SagO6yu12ar1EZXLA,The Word Alive,1CF8aEN939swnuIZGFI7Hk,0.281,0.361,0,0.277,7,0.381,-3.125,0.000245,1.77e-05,0.959,180.055
A Whole New World,4CL9KfMz8M3yLshJqjSPOZ,23,239168,A Whole New World,5BMnk8kUwSXhlCtDeNqSZF,Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,0.0289,0.255,1,0.11,1,0.628,-8.99,0.87,0.0,0.192,106.836
Another Place,2Fn4gZI3MAeWTiv7cSVxZQ,36,213510,Another Place,3PshhNStqCBXDzWm5O1VsE,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,0.0471,0.618,1,0.185,8,0.685,-5.409,0.22,0.0,0.742,115.008
So Cold - Aurora Version,5Tf4MPGrj8WP554gwvath3,24,272545,So Cold (Aurora Version),0MtOMCFE6ySAyEemfQGaP5,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,0.0367,0.392,1,0.104,1,0.545,-2.652,0.000558,0.000289,0.911,76.571
Coração Não Tem Idade (Vou Beijar) [feat. Toy],6XaWQN8AIuzDb1LAkbAS6F,35,263651,Coração Não Tem Idade (Vou Beijar) [feat. Toy],5r9tfWaDdBEQLKqGl8s2ZI,Trivium,278ZYwGhdK6QTzE3MFePnP,0.15,0.492,1,0.133,1,0.568,-3.831,0.000341,0.0,0.975,117.962
Spill,4wYuaZAp7wG4gRuy3xnNLm,27,210813,02050525,0SRZx0D5839ywDWm1tmLta,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,0.0707,0.55,0,0.267,11,0.565,-5.202,0.000181,9.44e-06,0.916,160.13
Losing Sleep,1XPG40vsmR81ZLEKZ0ipli,22,189153,Losing Sleep,5JvAuwNjazXp6qcm0ZlfSO,Our Last Night,00YTqRClk82aMchQQpYMd5,0.0781,0.335,1,0.0868,2,0.579,-4.072,0.00167,0.00147,0.839,92.496
fine,4I0tFcRHjW3AkN1Jg1veOM,29,214342,fine,2ZuEr17lOdOm1T24C6dMru,Mike Shinoda,6xBZgSMsnKVmaAxzWEwMSD,0.0353,0.168,1,0.251,8,0.55,-3.28,0.0261,6.9e-05,0.685,89.977
Satellite,5yvzlO88UQsd3O1VCLQ1zl,35,174600,Problems,0Jrl4WdiuTuZTYK5PHjOse,The Get Up Kids,54Bjxn26WsjfslQbNVtSCm,0.0793,0.215,0,0.293,4,0.406,-5.355,0.00524,0.000138,0.936,163.047
Welcome to Heaven,56FNy1crkdeoOhhxH3yWJk,29,248044,Crown of Nothing,1EFnZuLUzXx0B6ZsL9aqum,Direct Hit!,23gluE1Q1KOmXrpYz1ivTu,0.042,0.358,1,0.0735,1,0.352,-6.187,0.00143,0.0985,0.859,169.833
Certain Freedoms,1zvuHNxjmxULJVRCgJRhb3,24,254153,Certain Freedoms,2zgX93YT7pXQdPr4AOYHUs,Trade Wind,3FCfL4lKWE7vm3mCcOd570,0.0322,0.77,1,0.102,3,0.572,-6.373,0.0003,0.0473,0.741,137.035
Beyond the Gray,1DABKAZULJyr54BSG83sF1,33,310800,Watch Your Monarchs Fall,4cmvLFYRYGYnKB7sl3LGxU,Acacia Ridge,6koaWXkOOBCzZDCd9GaHsj,0.041,0.22,0,0.0748,1,0.491,-3.805,8.15e-05,0.00107,0.89,96.01
More Like You,6rXWwljk29m51OTUIuizjF,40,209120,The American Dream,5wjIZjeS76j3DEu4QbEs8R,Trophy Eyes,6KPdmtIl0LA5mRFSqseWhI,0.0724,0.624,1,0.28,1,0.354,-2.682,0.0112,0.0,0.943,198.822
1979 (Smashing Pumpkins Cover),4Dclwpxj1dM3TXyMUfPDkc,44,269477,Our Bones,72e1hGI7smOcRHPCkC79ec,The Contortionist,7nCgNmfYJcsVy3vOOzExYS,0.0316,0.719,1,0.346,8,0.665,-9.125,0.0314,0.0957,0.71,127.021
Make You Love Me,1T5crb5uuibCeL1wQ5RLFw,28,185388,Make You Love Me,4sFqT1Ks6LZsa0fZHm7JM9,Tommy London,7DTVIJ8zsYAW80Uq9KbP0N,0.0373,0.493,0,0.254,1,0.465,-4.075,5.75e-06,1.55e-05,0.88,149.952
Womb of a Wounded Host,2wkyJadsAaJY3wuRRJYZTU,31,183992,Sleep Therapy: An Acoustic Performance,3jfLM5MTdfpjq6tEWnV7yl,Ghost Atlas,67fzMHDSmWInaFqolzknKn,0.0382,0.495,1,0.215,2,0.431,-5.213,0.0259,0.0,0.658,114.711
You Look Like Death,49Unto5745WViOGanvFmIT,35,236812,PRANG,59mc4yrw0wJYE1B9QCT2Qn,Gender Roles,62Qr6xBUFiFSOyhR4UKCKf,0.106,0.0842,1,0.103,7,0.466,-5.681,0.00331,0.00107,0.919,152.061
Sedona,21rOdbcj8Y7glIazuWel2e,43,189840,Sedona,6h0DXUi7906RJZRrE2SYLW,JunkBunny,2UdPcvUuTpvrq7flh94PaE,0.0442,0.481,1,0.0693,6,0.342,-5.506,8.06e-06,1.56e-05,0.777,85.092
I Still Need It,1fjBxlw4ENdzIaxSBE2BVR,31,185127,I Still Need It,1NIAfRzNNX3MsVK34zDpef,NOVACUB,5AgzqwERKzaLXw6wSL5LcO,0.0678,0.734,0,0.376,1,0.435,-4.703,0.00016,9.51e-06,0.781,81.506
Scumbag (feat. blink-182),2Srbekd8waUUAr0gIMt5dg,47,210363,Scumbag (feat. blink-182),0IZGnnl5a2wFGLsCYHJyQ6,Goody Grace,1iH2Yx2Ea0kZ0zKI3Nlk30,0.0275,0.218,1,0.151,2,0.418,-6.56,0.073,0.0,0.602,172.175
We Will Remember,6UCAWVo1Rcdrfw72MJWShS,46,244899,"I, the Mask",3nE97EZ0zIx760XlDczMo7,In Flames,57ylwQTnFnIhJh4nu4rxCs,0.073,0.391,0,0.317,2,0.479,-5.192,0.000173,6.05e-05,0.939,92.495
Fade In / Fade Out (Abbey Road Acoustic Session),7gkoeqz26PmsKuV5QKzabt,13,253361,Fade In / Fade Out (Abbey Road Acoustic Session),1LRVxALzydCntFIX6vqCqp,Nothing More,39VNwvlQTqE9SvgPjjnMpc,0.066,0.302,0,0.18,4,0.321,-5.809,0.203,0.0,0.819,162.044
I Remember,5rJSWFcfAUM9CGfmdbTxMj,3,191768,I Remember,5TWmHAI6LXBPdI7RaRqFTH,Agnostic Front,3zDvanHxaETiHltPkKKYhT,0.107,0.294,1,0.58,2,0.305,-3.089,5.71e-06,0.482,0.979,87.413
See You at Your Funeral,6wHI39DPJk3BYAg6hqBy6F,51,220133,Morbid Stuff,504XSXhUJlzztcMV4YMaDV,PUP,6A7uqgC2N1nUhrCLAytHxN,0.0608,0.397,0,0.32,10,0.523,-3.27,0.000327,0.00122,0.955,133.049
Phoenix (Carpenter Brut Remix),3Fza63EiZQsuHpCwFG4qHE,43,213333,Phoenix (Carpenter Brut Remix),25ECm9FANP3tJuycJYRYBJ,League of Legends,47mIJdHORyRerp4os813jD,0.0574,0.439,1,0.234,9,0.4,-7.362,0.00161,0.000675,0.796,170.947
A Voice in the Violence,6ssuYos7u5kjulrSvG6Upl,42,246400,Eclipse,6L8gLKCluioceYP7WNmcol,Wolves At The Gate,0Z88iXWc4YVhtu1eFtsGk6,0.073,0.343,0,0.138,3,0.269,-4.481,5.9e-05,0.000677,0.976,120.005
I Love Your Smile,6zaFhUpdVesiyTApDABChn,31,246280,Roses On The Piano,5bGwqB6Pw5fMa1Ab5vwncM,Goblin Cock,7GL7ojmyD5FBceKYj1TxK7,0.0657,0.412,1,0.0845,1,0.599,-6.871,0.000949,0.0904,0.961,110.009
Freetime,7MENwOrvKFm80LBO7OO6L3,37,212000,Freetime,4YCHSnhpa6aeQHuTSCt3Oe,Separate Ways,0eiI368qU08HpFJZXRcL6l,0.0486,0.824,1,0.116,2,0.756,-7.194,0.597,0.465,0.865,119.984
P Is for Pompeii,3czEbp9uVLR9bmtoshfcj5,29,210035,P Is for Pompeii,6ody8zGgvKefoovi8EUGR3,Johnny Stranger,4FeP8yuBjoDKfpo8TWCMBA,0.066,0.446,1,0.109,11,0.548,-3.971,0.000786,0.00737,0.888,140.028
Everything Is Going Great,3cwda2JXAaAJoD712iP4t3,37,226867,Split,48DDYIvey562OGAuMxhhs3,Tiny Stills,14ALCznZ7yuCOfLk46eNxL,0.0341,0.548,1,0.14,7,0.616,-5.136,0.0256,0.00476,0.74,130.967
Sorbet,0wdSYFxvJw7mJziPHlEhvW,35,231194,Button Season,55NkvDs4wVOt3NOrfURin5,Origami Button,36PWgrlKrQpL8vvRR2kURR,0.0538,0.445,0,0.166,11,0.564,-4.971,0.0174,0.0,0.897,134.983
The Invisible King,7mHH1hJnZoYC0EoeHR6Ge5,36,245596,A Boat on the Sea,2ojezjS6Dw8MuSaI9OoOv7,Moron Police,1yhmriY5eBUEIf6tX3aG0i,0.0479,0.666,1,0.272,9,0.456,-8.466,0.0262,1.77e-05,0.845,156.101
Pressure and Composure,32xppfvBF08ILXfmclMd2K,29,274500,Let Me Leave,1GcKqBCjc2tw5c1JY6E6HZ,Saviour,6xVW2xsoMQbvcUTwqYxf0y,0.0752,0.304,0,0.121,3,0.502,-4.829,0.0325,0.000257,0.91,125.061
Burial,68SV13eHgYaWogpNEEBxIL,39,219219,Burial,2uhRXqCSxG5FH5MgETLwQ7,GRIEF,7xB7gGAHzeauNfWgYIJkiH,0.0314,0.114,0,0.0982,11,0.125,-7.916,0.143,0.00257,0.45,76.359
Empty Skies,25WVLhkB9wDuKJwJl0oAVO,33,246513,Empty Skies,25zbcofKKpHvNgyl36nhoq,Saviour,6xVW2xsoMQbvcUTwqYxf0y,0.123,0.211,1,0.091,8,0.499,-3.486,0.0107,6.38e-06,0.959,120.016
Dakota (Reimagined),3OuWyTsgqI5sWWUQct3ktC,30,199750,Reimagined,5uD7Gxv4ijoiSIMquoY9F0,Between You & Me,1P1y4wp6V0CwjhGcXPKgAu,0.0234,0.25,1,0.287,0,0.681,-5.208,0.113,0.0,0.612,97.504
Famous (Reimagined),4cZkh6E4Vq2a7f1WtXlVeU,28,214798,Reimagined,5uD7Gxv4ijoiSIMquoY9F0,Between You & Me,1P1y4wp6V0CwjhGcXPKgAu,0.0275,0.339,1,0.0917,7,0.575,-5.374,0.123,0.0,0.473,84.836
Prism,2B3PXW4268vA88MlmHCJFS,29,146733,By Night,1Mi05hIA3squK9p3ESFEbs,Plague Vendor,680qtSVCs3xqNWqZd4khh5,0.137,0.327,1,0.0665,2,0.508,-6.184,0.0059,0.0542,0.855,141.023
In Bloom (ft. Saxl Rose),0EHkuPKO8JOQ5yUuvnJaBV,36,223467,In Bloom: Versions,49jzsX4L7SPtw9CZbPiLas,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,0.068,0.233,1,0.0869,7,0.523,-5.88,0.00283,0.042,0.935,110.988
Shadow Of The Day (Linkin Park cover),6unM29AhNm3qkoG2OhNYnT,31,283697,The Used Live From Maida Vale,4TlmMzlXtmVwkBoVlcCaJF,The Used,55VydwMyCuGcavwPuhutPL,0.0401,0.348,1,0.668,11,0.451,-15.973,0.000604,0.00534,0.452,118.923
Get Jinxed,0WpRF4X2LyMTZnqqrXX19U,64,154960,The Music of League of Legends Vol. 1,4pg51OJaG6MGlpRFxWWLpr,League of Legends,47mIJdHORyRerp4os813jD,0.093,0.191,0,0.105,7,0.434,-7.128,0.000728,0.00458,0.884,180.029
As We Fall,6piIJpTPBi60m8nb4f9eyG,65,189644,As We Fall,42ErOYPtu6lYbsbGkh9JO5,League of Legends,47mIJdHORyRerp4os813jD,0.0313,0.17,0,0.0825,6,0.486,-9.14,0.00161,5.98e-05,0.671,102.044
RISE - Remix,2u5UWeZlAiO60lSYYME7jU,65,191864,RISE (Remix),6T0ad5bgbZiFZkt6aqxGo4,League of Legends,47mIJdHORyRerp4os813jD,0.34,0.526,0,0.074,8,0.477,-5.652,0.0275,0.0,0.777,176.915
Worlds Collide,6KMgPewrVRxzeFzRwkFa0M,66,216308,Worlds Collide,3UNDTCRbmguMxaPzcNpbSn,League of Legends,47mIJdHORyRerp4os813jD,0.0454,0.143,0,0.854,7,0.482,-6.523,0.0112,1.48e-06,0.798,110.067
Awaken,3jevgr3fYdv9wYO3IDJq2a,71,198187,Awaken,0faLimwDSn0fF0Y0fahCd1,League of Legends,47mIJdHORyRerp4os813jD,0.0467,0.0399,0,0.0741,9,0.0993,-8.212,0.00499,0.00161,0.626,49.452
Legends Never Die - (Remix),66YtIqT0kN4958EXnCnAmE,71,167173,Legends Never Die (Remix),2cRJKhNgs1Snq7bV4ELLho,League of Legends,47mIJdHORyRerp4os813jD,0.189,0.34,0,0.504,9,0.404,-4.033,0.164,0.0,0.81,154.918
RISE,69Sy7207dnixZ6w7RSV9Kb,76,192881,RISE,6sGWFXm5IKtTBMFdIhNB9C,League of Legends,47mIJdHORyRerp4os813jD,0.1,0.412,0,0.0621,8,0.459,-5.939,0.0169,0.0,0.663,176.791
Legends Never Die,1FpVJ7HpZInE2GvhVE2TwT,78,235000,Legends Never Die,30gnisiaho0Y6KRWJ7gIaA,League of Legends,47mIJdHORyRerp4os813jD,0.0377,0.0573,0,0.111,4,0.498,-6.638,0.00786,0.0,0.598,140.078
Phoenix,6zAiRKvAMlXHxEtyO4yxIO,80,197633,Phoenix,6IatiP8DCUD2ps9KvocWgA,League of Legends,47mIJdHORyRerp4os813jD,0.175,0.288,0,0.123,10,0.42,-6.86,0.0638,1.17e-05,0.723,167.806
Phoenix (Blanke Remix),63az9I8uaXv80TyJ5KZPiN,48,208571,Phoenix (Blanke Remix),2pqyfCrR699HY5duBGYCeD,League of Legends,47mIJdHORyRerp4os813jD,0.0567,0.139,1,0.108,1,0.433,-6.075,0.0117,0.0,0.594,167.85
We All,1ZaDByFCVVyXFAYHk7OpkA,33,280317,Ego Kill Talent,471sERpDggqFpYznV2gP7P,Ego Kill Talent,2FkHoIxJdhomebqlsXKZ3i,0.229,0.202,1,0.282,9,0.251,-6.983,0.000817,1.67e-05,0.929,191.875
Love's The Only Way,7eIODQbTgKeNawQtowZJEM,54,240546,Social Cues,2VuZJsJBPLwg9BeQFQle8G,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,0.0287,0.106,1,0.105,0,0.342,-8.884,0.637,0.0,0.331,130.859
Given Up,0vJ8N4lMpAOskfblPyIpFo,39,204883,Given Up,7xALhk1KFRn5MRdRQp2Ssj,Milk Teeth,3i7Iv2QAdoCduoIZbWYCyY,0.0467,0.291,0,0.237,4,0.352,-4.146,2.87e-05,0.00922,0.96,169.97
The Last Time - Acoustic,2uVGbDn2fqGjQONpKfTaxl,61,196533,The Last Time (Acoustic),5oTybq1gUqM2zS24spst7z,The Script,3AQRLZ9PuTAozP28Skbq8V,0.0295,0.296,1,0.121,5,0.627,-5.111,0.102,0.0,0.628,132.021
One Little Lie,1CtlK5ajs2MVmZyq3vrM3A,58,195258,One Little Lie,14VYAGYdnzIPtV5F2JxfwH,Simple Creatures,4svozL97Y6aqWeZNJPqvsL,0.0428,0.684,1,0.186,0,0.51,-5.616,0.028,0.0,0.885,165.025
Illuminate,2xmZIWw4IvwGS1gTlZdQIV,39,183465,Illuminate,2rl6rmv9FDJA0S8MSTUaEq,Lilac Kings,01pBL0us3fnmy2SHHmgYQT,0.0723,0.495,0,0.0976,4,0.27,-5.043,0.000654,7.49e-06,0.935,88.191
Losing My Religion,2m4PGiW9qYR8mrVVlOUPT7,50,268931,Losing My Religion,7dg7FzASiTyXlJSMMTJFoP,The Wonder Years,0nq64XZMWV1s7XHXIkdH7K,0.044,0.249,0,0.168,7,0.423,-5.638,1.98e-05,0.233,0.838,128.586
Killing Me Slowly,34lLAsdH4Y5TLf1B2SIj1I,54,237065,N.A.T.I.O.N.,1OSVLEGK6WXM1wPsF4v5M1,Bad Wolves,0eI3X5rAzHRZVe5FPk4MN1,0.0774,0.276,0,0.204,1,0.345,-4.175,0.000725,2.98e-06,0.89,137.973
Turn Me On,545vHYCnxwW7hl5NCXwz2Q,46,243545,Screamer,7ifGGvsPRtSK6SabsgF56Y,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,0.0294,0.242,1,0.136,10,0.578,-6.133,0.134,6.38e-05,0.655,172.078
The One,1UbZVvN4mSOmDvn4er7IKB,56,164800,00020225,69GTpu2TQvWQNOjhIVyzRL,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,0.0725,0.514,1,0.079,7,0.511,-4.155,0.001,1.44e-05,0.95,162.072
Safety Last,5XMLLxuaUmXAegPYh9sWBn,49,224554,All Hail,0DYeH7SR1w2dvQ05eR0dIP,Norma Jean,55b0Gfm53udtGBs8mmNXrH,0.166,0.114,1,0.454,9,0.211,-3.271,7.23e-05,0.0,0.986,159.993
SAVAGES - Acoustic,1GjxHPM85mLtR2bF4c8ycN,42,191683,The Silver Scream (FINAL CUT),7JHuopZAKDulAbpg61Yjzm,Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,0.0264,0.523,1,0.404,8,0.658,-7.497,0.854,0.0,0.504,111.946
Everlast,4q6M1oSDt32SEVpziGxSWQ,30,228728,Everlast,0tYvu6bBq9C8NIYq1CvIzK,Life Awaits,61FJIdjxf5xm2SExhEBRzm,0.0713,0.322,0,0.208,2,0.32,-3.759,9e-06,0.000617,0.954,103.959
Don't Let The Devil Take Another Day,50mvz2sHxx13JZ2qwy8W71,53,184013,Kind (Deluxe),5eKfSbsVTRHvUI7r7DdyYR,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,0.033,0.528,1,0.0996,3,0.405,-4.278,0.0207,0.0,0.826,167.814
Stupid Things - Single Version,4koWRE3lVEOj5vQXT9Ph7S,54,215696,Stupid Things,5Ms5aA51IjTQgbDKeOjMrt,Keane,53A0W3U0s8diEn9RhXQhVz,0.103,0.58,1,0.378,4,0.613,-7.717,0.131,2.87e-06,0.578,80.996
Miopia - Acústico,7DsYX2GCDoTPNjBY3fambr,36,284872,Miopia (Acústico),2TRNOK7m9yAx2XCJDJF7rp,menores atos,6KNc5HwsgpYNBCPaPrg4dv,0.0273,0.167,1,0.143,1,0.587,-12.305,0.69,0.000204,0.289,101.046
Orphans,6muOWhMh7Tf0UFUtMDBhUR,80,197533,Orphans / Arabesque,6DX4K0afv5l01Pf6lymJuB,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,0.045,0.283,0,0.557,11,0.503,-5.051,0.0254,0.00162,0.808,107.975
In the Shadows - Lost Frequencies Extended Remake,5AwKrmyDk7nSnSeLVpFcFY,57,217000,In the Shadows (Lost Frequencies Remake),2VUd4nJNTrYPmnDSbi768G,The Rasmus,76ptJV8617638xrpeoUtzl,0.0613,0.653,1,0.0679,2,0.804,-6.223,0.0037,1.63e-05,0.413,119.999
Thriller,6mEEAGUOkmUudaxKx5JeEp,53,190750,The Silver Scream (FINAL CUT),7JHuopZAKDulAbpg61Yjzm,Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,0.105,0.391,1,0.703,7,0.486,-4.706,0.000614,0.000707,0.966,119.951
Touch,7L008LQNTv3qZQ3eZrjqVq,64,292853,Cry,3ffu1T2j1Gicp4UJs5qNaS,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,0.0242,0.38,1,0.103,6,0.484,-9.404,0.366,0.924,0.5,95.995
Disarm,4fErrMPwWeUCgcOgi1jPEk,51,199086,Disarm,29UqI4j6y0FzPJtvjClVNi,Silverstein,1Tsag5J854qxeOo2apszug,0.0311,0.442,1,0.347,8,0.439,-6.849,0.00781,3.47e-05,0.653,129.987
Crimes,4esq4rHjyvLN41kBdmBsoK,41,214333,Crimes,2mep3e1SEA8cLg2rzSdkWL,Picturesque,412BedlPBwXH6Dz6xetzGI,0.0334,0.506,0,0.199,9,0.621,-4.049,0.0138,0.0,0.69,119.914
Yer Killin' Me,79lzbYqczF4oLoOkxx9mHK,59,234534,Greatest Hits,7fYIVBhlC5gKvOSDFsUxxT,Remo Drive,5LMPXUMhWXshBPjrqvZOfv,0.0814,0.366,0,0.332,0,0.396,-6.794,0.00217,0.00077,0.718,165.272
I'm My Own Doctor,0fh7aMfoZJn6Eswsov2ylF,52,267550,Greatest Hits,7fYIVBhlC5gKvOSDFsUxxT,Remo Drive,5LMPXUMhWXshBPjrqvZOfv,0.0765,0.509,1,0.0841,1,0.658,-5.981,0.0028,1.98e-06,0.897,129.925
Sanctuary,2oCKkYpKUNZrNvPH4zY3FM,11,130581,Sanctuary,5XALiO5sEKglWnrUVm8Tr3,In Passing.,5JIrUwCcf8xf0o1e2g7FWs,0.142,0.14,1,0.272,1,0.27,-2.209,0.00131,0.0,0.994,125.565
Move,7BVXEajkoOr9yiOMCrSPN8,46,187344,Beauty Of Youth,6am0g93vswJjC98p8mihkF,Pretty Vicious,4KH4eOg39KeBpnfSgvIteD,0.132,0.363,0,0.397,11,0.364,-2.13,0.000183,0.0167,0.992,161.016
Am I Still Here,0WfoMEW739Im8Uv96ULdFZ,35,214235,Am I Still Here,0P3qqhus0Hn6EoTto5nNiq,Midnight Skies,5K8lrvtwfahI2IacV495fo,0.214,0.402,1,0.191,8,0.378,-3.754,0.000465,4.13e-06,0.963,169.802
Boomerang,17hVI1uwYFUTLCi7zEgqd1,37,219000,Exposition I,0678US7n8T8R5JJEcyeoyv,Nova Charisma,38eA1ThaS4uXfJjh8N8OaX,0.132,0.537,0,0.0954,10,0.475,-3.655,0.000144,0.0,0.976,127.957
February,6gusejyVu2j2kB8qCQmYBr,37,219374,February,0BeqrlVWAs8yKipXwZCjOA,Belle,6KlJLuyHyX6qBGC44aUQoN,0.0409,0.351,1,0.13,2,0.444,-4.679,0.287,0.0,0.839,160.013
Bury Your Bones,7vksal2gjBPq4MTkg8SQYv,29,212177,Haunted,3Nhu3uQ7njNRKdQXz2HUhC,Capstan,3cb9CRWtkBQNjVLQNLP9FE,0.0625,0.623,0,0.137,0,0.503,-4.262,0.0057,0.0,0.916,97.457
Dressed Down,10S5cSUHZDWFh2qgMXDaJe,32,209746,The Love Life,2rRq896YwSkRE72jHZMxDd,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,0.0294,0.137,1,0.091,5,0.312,-10.383,0.633,0.000149,0.242,139.747
Ransom,1Pijqwn32fmbV6EbsKgd11,50,129366,Ransom,6QUi54FCR3rFJIyBMxGE8u,Fame on Fire,10Z7WzKMeIdNBKexi1YarP,0.168,0.758,1,0.0998,0,0.383,-4.106,0.00262,0.0,0.949,94.142
Creep,0ZotXY2F4LUrAkT8amCCSZ,32,256000,Cover Me in Darkness,3KH9OMoFm9uF2EefeFlWO0,Oceans,7x3hXpGkI296eBLTbhbND0,0.0444,0.0622,1,0.664,7,0.308,-7.92,0.246,0.0128,0.51,151.939
Doctors & Churches,57C9ovU3HVtgSdHIjcnD6g,30,210240,Doctors & Churches,78ClJ6GN8613bqLx0BThJ5,Miss Vincent,2yvzGtFdv8dlpBqErEXPXx,0.0499,0.769,1,0.0731,9,0.44,-4.199,0.00292,0.0,0.887,147.955
Stay Perfect,2R4GdGUf82QRXds01ADziW,14,181306,Control,6jL3hJLuV91iAjbyMBd5k8,Jones the Cat,1ys8pJujCyKUEx3OegG83a,0.0922,0.358,1,0.327,2,0.298,-3.237,0.00456,0.00045,0.959,178.069
A Dog Named Fletcher,2SqUavFkcpnddrJL3Uqdfy,37,294214,You'll Never See the Bigger Picture If You're Standing That Close,1CYuzHI69dDkpLr2qA9b0H,Atlantic Wasteland,4qypZ10TKGdQI9LMO3Wot7,0.0271,0.301,1,0.104,8,0.447,-6.916,0.64,4e-06,0.54,139.76
